Invoice no,Customer id,Product id list,Invoice date,Shopping mall
INV04869,C00705,"P00467,P00119,P00239,P00325,P00363",27/11/2025,CYB
INV04870,C00375,"P00413,P00389,P00353,P00458",15/11/2024,ST
INV04871,C00474,"P00396,P00024,P00345,P00496",28/01/2025,TKO
INV04872,C00357,"P00413,P00389,P00353,P00458",12/01/2024,CYB
INV04873,C00253,"P00239,P00472,P00300,P00421,P00192",24/01/2024,CYB
INV04874,C00020,"P00018,P00329,P00133,P00247",14/06/2024,CYB
INV04875,C00109,"P00399,P00283",06/10/2024,ST
INV04876,C01010,"P00475,P00499",09/06/2024,MK
INV04877,C01098,"P00413,P00389,P00353,P00458,P00376",29/09/2024,TKO
INV04878,C00035,"P00298,P00204,P00232,P00467,P00172",11/09/2024,MK
INV04879,C00988,"P00413,P00389,P00353,P00458,P00151,P00020",16/07/2024,ST
INV04880,C00130,"P00344,P00238,P00219,P00326,P00359",05/08/2025,CYB
INV04881,C00102,"P00413,P00389,P00353,P00458,P00177",11/11/2025,TKO
INV04882,C00850,"P00413,P00389,P00353,P00458",09/11/2024,MK
INV04883,C00559,"P00413,P00389,P00353,P00458",13/07/2024,CYB
INV04884,C01226,P00253,09/12/2025,CYB
INV04885,C01243,"P00413,P00389,P00353,P00458",25/01/2025,CYB
INV04886,C00644,P00342,21/11/2024,MK
INV04887,C00889,"P00413,P00389,P00353,P00458,P00117",20/10/2025,ST
INV04888,C00418,"P00217,P00021",12/07/2024,CYB
INV04889,C00624,P00124,30/11/2024,TKO
INV04890,C00823,P00112,28/08/2024,MK
INV04891,C01400,"P00496,P00280,P00060,P00051",17/07/2025,ST
INV04892,C00198,P00040,19/11/2024,CYB
INV04893,C00466,"P00413,P00389,P00353,P00458",17/05/2024,MK
INV04894,C01028,"P00296,P00092,P00346,P00467,P00501",26/02/2024,CYB
INV04895,C01363,"P00413,P00389,P00353,P00458,P00305,P00399",26/01/2025,TKO
INV04896,C00267,"P00504,P00315,P00464,P00192,P00242",09/10/2025,TKO
INV04897,C01222,"P00413,P00389,P00353,P00458",10/12/2025,CYB
INV04898,C00385,"P00431,P00112,P00328,P00440",11/01/2024,CYB
INV04899,C00050,"P00085,P00311,P00407,P00056,P00026",24/12/2024,CYB
INV04900,C00279,"P00413,P00389,P00353,P00458,P00087",01/06/2025,CYB
INV04901,C01275,"P00413,P00389,P00353,P00458",25/07/2025,TKO
INV04902,C00343,"P00412,P00223",04/04/2024,CYB
INV04903,C00904,"P00045,P00462,P00347,P00359",03/09/2024,ST
INV04904,C00215,"P00061,P00216,P00328",18/01/2025,CYB
INV04905,C00302,"P00315,P00438,P00454",12/01/2025,CYB
INV04906,C00114,"P00175,P00125,P00417,P00060,P00227",31/10/2025,ST
INV04907,C01279,"P00234,P00184,P00267,P00447,P00082",21/08/2024,TKO
INV04908,C01379,"P00413,P00389,P00353,P00458",14/06/2024,ST
INV04909,C01133,"P00413,P00389,P00353,P00458",23/09/2025,TKO
INV04910,C00370,"P00330,P00123,P00445",08/08/2025,MK
INV04911,C00884,P00464,27/02/2025,CYB
INV04912,C01182,"P00039,P00081,P00224",29/08/2024,ST
INV04913,C00073,P00243,18/02/2025,ST
INV04914,C00476,"P00413,P00389,P00353,P00458,P00344,P00247",05/07/2024,CYB
INV04915,C00403,"P00413,P00389,P00353,P00458,P00081",23/09/2025,MK
INV04916,C01035,"P00483,P00364,P00060,P00494,P00498",05/06/2025,TKO
INV04917,C00623,"P00413,P00389,P00353,P00458,P00044",16/11/2024,TKO
INV04918,C01253,"P00429,P00042,P00185,P00499,P00070",01/03/2025,MK
INV04919,C00082,"P00413,P00389,P00353,P00458,P00307,P00129",29/01/2025,MK
INV04920,C00833,"P00413,P00389,P00353,P00458",26/07/2025,TKO
INV04921,C00955,"P00413,P00389,P00353,P00458,P00491,P00425",25/10/2025,TKO
INV04922,C01117,"P00413,P00389,P00353,P00458,P00266,P00194",20/06/2024,CYB
INV04923,C00727,"P00089,P00374,P00138,P00223",12/04/2024,MK
INV04924,C00412,"P00338,P00349,P00388,P00104",02/03/2024,CYB
INV04925,C00331,"P00383,P00017,P00171,P00459,P00321",27/10/2024,TKO
INV04926,C00023,"P00413,P00389,P00353,P00458,P00491,P00193",15/01/2024,MK
INV04927,C01205,"P00043,P00256,P00410,P00280,P00119",03/10/2025,MK
INV04928,C00023,"P00309,P00387,P00120",27/01/2025,CYB
INV04929,C00056,"P00413,P00389,P00353,P00458,P00267,P00375",07/02/2025,MK
INV04930,C01055,P00463,02/05/2024,CYB
INV04931,C01344,"P00116,P00043,P00327,P00009",02/10/2025,CYB
INV04932,C01104,P00092,28/01/2024,CYB
INV04933,C00840,P00452,24/12/2025,MK
INV04934,C01453,"P00413,P00389,P00353,P00458",18/11/2025,MK
INV04935,C00496,"P00494,P00134,P00354",23/02/2025,CYB
INV04936,C00469,"P00321,P00118,P00488,P00456",30/08/2024,TKO
INV04937,C00703,"P00413,P00389,P00353,P00458,P00109,P00045",22/07/2025,MK
INV04938,C00306,P00161,26/12/2024,CYB
INV04939,C01172,"P00341,P00098,P00432",10/11/2024,CYB
INV04940,C00869,"P00424,P00156",23/12/2025,CYB
INV04941,C01427,"P00413,P00389,P00353,P00458",18/12/2025,CYB
INV04942,C00035,"P00413,P00389,P00353,P00458",05/03/2025,MK
INV04943,C00077,P00003,27/02/2024,MK
INV04944,C01142,P00208,06/03/2024,TKO
INV04945,C00720,"P00412,P00379",23/06/2024,TKO
INV04946,C00665,"P00422,P00334,P00348,P00298,P00300",12/04/2024,ST
INV04947,C00239,"P00178,P00466,P00298,P00079",01/11/2025,CYB
INV04948,C00406,"P00015,P00068",19/07/2024,TKO
INV04949,C01420,"P00280,P00497,P00439,P00263",19/07/2025,ST
INV04950,C00350,P00483,21/02/2025,CYB
INV04951,C01293,"P00173,P00483",10/10/2025,CYB
INV04952,C00421,P00145,07/10/2025,TKO
INV04953,C00092,"P00413,P00389,P00353,P00458",09/09/2025,TKO
INV04954,C01074,"P00413,P00389,P00353,P00458,P00428,P00094",11/04/2024,CYB
INV04955,C00649,"P00474,P00212,P00462,P00381,P00108",08/02/2024,TKO
INV04956,C00024,"P00413,P00389,P00353,P00458,P00329,P00025",24/10/2025,TKO
INV04957,C00340,"P00503,P00399",20/03/2025,CYB
INV04958,C01157,"P00262,P00240,P00018,P00089,P00294",21/12/2024,CYB
INV04959,C01372,"P00413,P00389,P00353,P00458,P00068",22/06/2024,CYB
INV04960,C01073,"P00413,P00389,P00353,P00458,P00244",07/03/2025,ST
INV04961,C00376,P00103,09/12/2025,TKO
INV04962,C01403,"P00265,P00278,P00249",10/01/2025,TKO
INV04963,C00992,"P00413,P00389,P00353,P00458,P00447,P00296",05/03/2024,CYB
INV04964,C00055,"P00413,P00389,P00353,P00458,P00010,P00160",07/04/2025,TKO
INV04965,C00597,"P00071,P00220,P00023",05/10/2024,MK
INV04966,C00060,"P00413,P00389,P00353,P00458",05/12/2024,ST
INV04967,C01069,"P00245,P00310,P00469,P00036,P00089",27/11/2025,MK
INV04968,C01338,"P00316,P00402,P00021",27/09/2025,CYB
INV04969,C01164,"P00100,P00473",28/04/2024,ST
INV04970,C01147,"P00413,P00389,P00353,P00458,P00018",06/06/2025,ST
INV04971,C00871,"P00373,P00140,P00118,P00449",13/02/2025,ST
INV04972,C00162,"P00413,P00389,P00353,P00458,P00311",06/09/2024,CYB
INV04973,C01215,"P00369,P00042,P00450,P00239,P00486",26/01/2025,ST
INV04974,C00407,"P00413,P00389,P00353,P00458,P00332",07/08/2024,CYB
INV04975,C01455,"P00458,P00270,P00382",06/04/2025,CYB
INV04976,C01364,"P00413,P00389,P00353,P00458",19/03/2024,MK
INV04977,C01233,"P00412,P00161,P00484",29/12/2024,ST
INV04978,C00029,"P00008,P00058,P00116,P00040,P00304",20/05/2025,ST
INV04979,C00341,"P00413,P00389,P00353,P00458,P00092",23/10/2025,ST
INV04980,C00445,P00047,20/12/2025,TKO
INV04981,C00409,"P00049,P00493",16/04/2025,MK
INV04982,C00627,"P00034,P00132",22/10/2025,ST
INV04983,C00057,"P00186,P00335",03/10/2024,TKO
INV04984,C01030,"P00413,P00389,P00353,P00458",26/08/2025,CYB
INV04985,C00175,"P00413,P00389,P00353,P00458,P00136,P00032",11/04/2024,ST
INV04986,C01395,"P00413,P00389,P00353,P00458,P00222,P00499",06/02/2024,CYB
INV04987,C00086,P00246,06/12/2024,MK
INV04988,C01215,"P00413,P00389,P00353,P00458,P00096",03/09/2024,TKO
INV04989,C01339,"P00413,P00389,P00353,P00458,P00028,P00322",17/06/2025,CYB
INV04990,C00144,"P00129,P00157,P00053,P00296",17/01/2024,ST
INV04991,C00237,P00150,19/10/2024,TKO
INV04992,C00838,"P00467,P00487,P00478",08/01/2025,CYB
INV04993,C00518,"P00413,P00389,P00353,P00458,P00362,P00222",06/12/2025,MK
INV04994,C00941,"P00413,P00389,P00353,P00458",01/06/2024,MK
INV04995,C00728,P00094,07/01/2025,ST
INV04996,C00136,"P00400,P00021,P00464",07/01/2025,TKO
INV04997,C01388,"P00233,P00033,P00274",14/01/2025,CYB
INV04998,C00375,"P00413,P00389,P00353,P00458,P00016,P00474",12/02/2024,TKO
INV04999,C00353,"P00413,P00389,P00353,P00458",22/07/2024,ST
INV05000,C00201,"P00496,P00023,P00479,P00088,P00292",19/06/2024,MK
INV05001,C00670,"P00283,P00204,P00470,P00215",21/10/2024,ST
INV05002,C01103,"P00059,P00116,P00489,P00328",28/03/2025,ST
INV05003,C00672,"P00272,P00039,P00363",10/08/2025,TKO
INV05004,C00564,"P00413,P00389,P00353,P00458,P00445",01/02/2024,TKO
INV05005,C00462,"P00180,P00471,P00200",06/06/2024,CYB
INV05006,C00136,P00198,19/05/2024,CYB
INV05007,C01416,"P00023,P00070,P00120",28/01/2025,TKO
INV05008,C00271,P00161,13/08/2024,ST
INV05009,C00973,"P00243,P00368,P00170,P00143,P00035",28/02/2024,ST
INV05010,C00419,"P00478,P00010,P00146",09/07/2024,MK
INV05011,C01171,"P00139,P00142,P00092,P00021,P00258",24/03/2024,MK
INV05012,C01447,"P00138,P00483",01/03/2025,TKO
INV05013,C01306,"P00413,P00389,P00353,P00458",08/05/2025,TKO
INV05014,C00204,P00460,28/12/2025,MK
INV05015,C01390,"P00413,P00389,P00353,P00458,P00191,P00304",08/07/2025,ST
INV05016,C00633,"P00413,P00389,P00353,P00458",07/02/2025,ST
INV05017,C00515,P00301,03/06/2024,CYB
INV05018,C00305,"P00413,P00389,P00353,P00458,P00083,P00263",05/06/2024,TKO
INV05019,C01227,"P00390,P00076,P00477,P00004",26/04/2024,MK
INV05020,C01355,"P00413,P00389,P00353,P00458",18/02/2025,MK
INV05021,C00567,"P00333,P00252,P00246,P00117,P00148",25/08/2024,TKO
INV05022,C00230,"P00355,P00023,P00065",14/07/2025,TKO
INV05023,C01042,"P00413,P00389,P00353,P00458,P00189",06/02/2025,MK
INV05024,C01099,"P00413,P00389,P00353,P00458,P00388",28/07/2024,CYB
INV05025,C00718,"P00413,P00389,P00353,P00458,P00219",12/02/2024,MK
INV05026,C00327,"P00160,P00328",14/09/2024,MK
INV05027,C00175,"P00413,P00389,P00353,P00458",02/12/2025,ST
INV05028,C00243,"P00442,P00233,P00264,P00388",19/02/2024,MK
INV05029,C00918,"P00442,P00044,P00501,P00409",08/11/2025,ST
INV05030,C00364,"P00410,P00440,P00113",13/11/2025,ST
INV05031,C00807,"P00106,P00458",01/09/2025,CYB
INV05032,C00487,"P00413,P00389,P00353,P00458,P00124,P00008",05/09/2024,MK
INV05033,C01110,"P00128,P00094,P00486,P00316,P00297",12/01/2024,CYB
INV05034,C00417,"P00413,P00389,P00353,P00458",29/08/2025,CYB
INV05035,C01428,"P00325,P00250,P00395",26/04/2024,CYB
INV05036,C00462,P00500,28/10/2025,MK
INV05037,C00230,"P00413,P00389,P00353,P00458",28/10/2025,ST
INV05038,C00905,"P00091,P00467",21/11/2025,CYB
INV05039,C01240,"P00147,P00427",31/07/2024,MK
INV05040,C00430,"P00413,P00389,P00353,P00458,P00148",27/08/2024,CYB
INV05041,C00941,"P00365,P00428,P00338,P00007,P00130",16/03/2025,ST
INV05042,C00721,"P00309,P00426,P00122,P00310",09/07/2024,MK
INV05043,C01022,"P00174,P00215,P00502,P00043,P00187",16/05/2024,TKO
INV05044,C00258,"P00413,P00389,P00353,P00458,P00008,P00208",09/08/2024,ST
INV05045,C01113,"P00413,P00389,P00353,P00458",02/11/2025,MK
INV05046,C01293,"P00413,P00389,P00353,P00458,P00157,P00170",13/10/2024,CYB
INV05047,C00866,"P00413,P00389,P00353,P00458,P00457",19/07/2025,MK
INV05048,C00690,"P00413,P00389,P00353,P00458,P00005,P00188",18/04/2024,MK
INV05049,C00916,"P00033,P00407,P00291,P00193",30/10/2025,CYB
INV05050,C01290,"P00413,P00389,P00353,P00458",22/06/2025,CYB
INV05051,C00928,"P00469,P00264,P00278,P00293,P00190",28/11/2024,CYB
INV05052,C00098,"P00413,P00389,P00353,P00458,P00122",01/01/2025,CYB
INV05053,C01315,"P00050,P00203,P00209",29/01/2025,MK
INV05054,C00894,"P00084,P00185",10/06/2025,CYB
INV05055,C00240,"P00413,P00389,P00353,P00458,P00467",16/12/2024,MK
INV05056,C00792,"P00493,P00007",24/05/2025,TKO
INV05057,C00005,"P00298,P00214",26/01/2025,CYB
INV05058,C00917,"P00413,P00389,P00353,P00458,P00055,P00144",29/02/2024,MK
INV05059,C00480,"P00444,P00416,P00008,P00193",04/12/2024,CYB
INV05060,C00248,"P00413,P00389,P00353,P00458",14/06/2024,ST
INV05061,C01447,"P00422,P00447,P00233,P00083,P00286",29/07/2024,CYB
INV05062,C01419,"P00413,P00389,P00353,P00458,P00304",25/07/2024,MK
INV05063,C00898,"P00413,P00389,P00353,P00458",16/02/2024,CYB
INV05064,C01071,"P00413,P00389,P00353,P00458,P00338",28/07/2024,ST
INV05065,C00873,"P00413,P00389,P00353,P00458,P00465,P00143",29/12/2025,MK
INV05066,C00202,P00268,01/09/2025,TKO
INV05067,C00736,"P00146,P00142,P00075,P00242,P00455",27/09/2025,CYB
INV05068,C00380,"P00413,P00389,P00353,P00458,P00176,P00155",11/09/2024,MK
INV05069,C00777,"P00171,P00431,P00141,P00180,P00172",05/02/2025,CYB
INV05070,C01028,"P00254,P00334",27/02/2025,MK
INV05071,C01043,"P00338,P00431,P00214,P00182",07/01/2025,MK
INV05072,C00246,"P00413,P00389,P00353,P00458,P00208",09/03/2025,TKO
INV05073,C00686,P00394,28/10/2025,MK
INV05074,C00376,"P00413,P00389,P00353,P00458,P00171,P00039",24/08/2025,ST
INV05075,C00080,"P00413,P00389,P00353,P00458,P00031",28/10/2024,MK
INV05076,C00797,"P00199,P00473,P00184",08/12/2025,ST
INV05077,C00584,"P00409,P00070,P00402,P00195",22/06/2024,ST
INV05078,C00789,"P00238,P00350",31/05/2025,CYB
INV05079,C01215,"P00045,P00393",26/04/2025,TKO
INV05080,C01305,"P00413,P00389,P00353,P00458,P00442",16/08/2025,CYB
INV05081,C00802,"P00264,P00490,P00177,P00253",21/06/2025,ST
INV05082,C00748,"P00413,P00389,P00353,P00458",13/03/2025,TKO
INV05083,C00196,P00167,23/01/2025,CYB
INV05084,C01450,"P00417,P00366,P00302,P00463,P00060",22/05/2024,CYB
INV05085,C00112,"P00345,P00440,P00392,P00125",14/12/2024,CYB
INV05086,C00578,P00139,22/03/2024,MK
INV05087,C00229,"P00004,P00259,P00337",28/04/2024,CYB
INV05088,C01135,"P00368,P00225,P00113,P00468",19/12/2025,ST
INV05089,C00032,P00419,25/12/2024,TKO
INV05090,C00978,"P00413,P00389,P00353,P00458,P00338,P00309",16/12/2024,CYB
INV05091,C00841,P00258,10/05/2025,ST
INV05092,C00807,"P00413,P00389,P00353,P00458,P00152,P00377",10/02/2024,MK
INV05093,C00576,"P00413,P00389,P00353,P00458,P00240",05/10/2024,CYB
INV05094,C01093,P00232,09/07/2024,CYB
INV05095,C00486,P00027,10/06/2024,CYB
INV05096,C00005,P00210,23/09/2025,MK
INV05097,C00808,"P00413,P00389,P00353,P00458,P00239",02/01/2024,TKO
INV05098,C01188,"P00084,P00118,P00046,P00345,P00318",09/07/2025,MK
INV05099,C01057,"P00059,P00415",01/04/2025,CYB
INV05100,C00102,"P00413,P00389,P00353,P00458,P00378,P00140",14/03/2024,TKO
INV05101,C01110,"P00413,P00389,P00353,P00458,P00305",14/04/2024,CYB
INV05102,C00490,"P00074,P00131,P00213,P00229,P00396",05/12/2025,TKO
INV05103,C00271,"P00493,P00110,P00349",01/01/2025,MK
INV05104,C00632,"P00346,P00203,P00230,P00393",13/08/2025,TKO
INV05105,C00943,"P00048,P00296,P00031,P00341,P00167",14/02/2025,CYB
INV05106,C00689,"P00490,P00359",21/06/2024,CYB
INV05107,C00336,"P00413,P00389,P00353,P00458,P00331",30/05/2024,CYB
INV05108,C00959,"P00413,P00389,P00353,P00458",21/01/2024,MK
INV05109,C00057,"P00413,P00389,P00353,P00458",08/04/2025,TKO
INV05110,C00825,"P00192,P00174,P00114",06/02/2024,TKO
INV05111,C00896,"P00024,P00368",29/04/2024,ST
INV05112,C01046,P00211,18/12/2025,CYB
INV05113,C00836,"P00413,P00389,P00353,P00458,P00202,P00082",14/10/2025,ST
INV05114,C01149,"P00078,P00367,P00354,P00465,P00245",30/03/2025,ST
INV05115,C00825,"P00413,P00389,P00353,P00458,P00494,P00011",31/05/2024,CYB
INV05116,C00272,"P00413,P00389,P00353,P00458,P00262",07/05/2025,CYB
INV05117,C00985,"P00451,P00262,P00381",17/05/2024,CYB
INV05118,C01421,"P00401,P00198,P00109",24/06/2024,TKO
INV05119,C00632,"P00413,P00389,P00353,P00458",05/08/2024,TKO
INV05120,C00687,"P00348,P00182,P00025",18/01/2024,ST
INV05121,C00494,"P00413,P00389,P00353,P00458",29/07/2025,CYB
INV05122,C00614,"P00413,P00389,P00353,P00458,P00223",11/10/2025,CYB
INV05123,C00566,"P00431,P00188,P00223",17/08/2024,ST
INV05124,C00582,"P00254,P00055,P00425",24/09/2025,TKO
INV05125,C00808,"P00110,P00422",09/02/2025,TKO
INV05126,C01121,"P00374,P00332,P00425",29/08/2024,ST
INV05127,C00782,"P00413,P00389,P00353,P00458,P00057",07/11/2024,CYB
INV05128,C00736,"P00197,P00045",21/11/2025,CYB
INV05129,C00131,"P00413,P00389,P00353,P00458,P00390",11/04/2024,MK
INV05130,C01223,"P00316,P00195",04/05/2024,MK
INV05131,C01134,"P00413,P00389,P00353,P00458,P00118,P00289",22/03/2024,TKO
INV05132,C01443,"P00450,P00398,P00314,P00129",15/07/2025,TKO
INV05133,C00551,"P00305,P00027,P00251",25/03/2024,ST
INV05134,C00533,"P00413,P00389,P00353,P00458,P00035",16/06/2025,CYB
INV05135,C01440,"P00091,P00142",05/12/2024,MK
INV05136,C00484,"P00394,P00237,P00248,P00409,P00203",24/03/2025,MK
INV05137,C00644,"P00413,P00389,P00353,P00458,P00166,P00194",03/02/2024,ST
INV05138,C00524,"P00413,P00389,P00353,P00458,P00221,P00493",09/12/2025,CYB
INV05139,C00085,"P00413,P00389,P00353,P00458,P00488,P00270",02/03/2024,CYB
INV05140,C00789,"P00413,P00389,P00353,P00458,P00057",18/01/2024,ST
INV05141,C01227,"P00258,P00067,P00159,P00302,P00225",11/10/2024,ST
INV05142,C00125,"P00215,P00237,P00246,P00421",05/06/2024,TKO
INV05143,C01311,"P00316,P00075,P00457",16/08/2025,ST
INV05144,C01009,"P00413,P00389,P00353,P00458,P00375,P00099",07/02/2025,MK
INV05145,C00134,"P00177,P00293,P00258",26/08/2025,TKO
INV05146,C00483,"P00413,P00389,P00353,P00458",15/05/2024,MK
INV05147,C00044,"P00215,P00276,P00207,P00438,P00031",24/08/2025,CYB
INV05148,C00613,"P00375,P00259,P00325,P00486",18/02/2024,CYB
INV05149,C01289,"P00258,P00197,P00035",08/08/2025,MK
INV05150,C00989,P00237,04/07/2025,TKO
INV05151,C01071,"P00413,P00389,P00353,P00458",29/10/2025,TKO
INV05152,C01185,"P00413,P00389,P00353,P00458,P00460",09/02/2024,TKO
INV05153,C01125,"P00191,P00094,P00399",28/07/2024,CYB
INV05154,C00008,"P00233,P00436,P00415,P00055,P00156",17/04/2024,CYB
INV05155,C01367,P00069,23/04/2024,TKO
INV05156,C01439,"P00466,P00211",15/06/2024,CYB
INV05157,C00908,"P00413,P00389,P00353,P00458,P00465,P00006",09/10/2025,TKO
INV05158,C00551,P00118,07/01/2025,CYB
INV05159,C01191,"P00413,P00389,P00353,P00458,P00427,P00048",29/03/2025,CYB
INV05160,C01326,"P00503,P00050,P00249",21/11/2025,MK
INV05161,C00375,"P00413,P00389,P00353,P00458,P00268",18/01/2025,MK
INV05162,C00398,"P00025,P00223,P00067,P00480",26/12/2025,TKO
INV05163,C00955,"P00153,P00082,P00152",12/07/2025,MK
INV05164,C00721,"P00413,P00389,P00353,P00458,P00346,P00064",14/05/2025,MK
INV05165,C00041,"P00413,P00389,P00353,P00458",13/04/2024,ST
INV05166,C00284,"P00413,P00389,P00353,P00458,P00196",12/10/2024,CYB
INV05167,C00670,"P00413,P00389,P00353,P00458,P00279",31/03/2025,MK
INV05168,C00242,"P00445,P00155,P00474,P00087",23/11/2025,CYB
INV05169,C00896,"P00108,P00429",05/03/2024,ST
INV05170,C00897,"P00502,P00175,P00017,P00343",05/06/2024,ST
INV05171,C00222,"P00413,P00389,P00353,P00458,P00298",17/03/2025,CYB
INV05172,C01441,"P00482,P00205,P00217",03/01/2025,ST
INV05173,C01001,"P00413,P00389,P00353,P00458",17/07/2025,MK
INV05174,C00076,"P00413,P00389,P00353,P00458",29/01/2025,MK
INV05175,C00185,"P00413,P00389,P00353,P00458,P00015",12/07/2024,ST
INV05176,C00325,"P00064,P00468",25/05/2025,CYB
INV05177,C01114,"P00470,P00144",04/02/2024,MK
INV05178,C00544,"P00413,P00389,P00353,P00458,P00128,P00164",10/08/2024,ST
INV05179,C00328,"P00413,P00389,P00353,P00458,P00254,P00506",22/05/2024,CYB
INV05180,C01134,P00194,29/10/2025,TKO
INV05181,C00824,"P00413,P00389,P00353,P00458,P00385",27/06/2025,MK
INV05182,C00692,"P00290,P00167,P00197,P00168",10/08/2025,CYB
INV05183,C01212,"P00344,P00324,P00351",07/02/2025,TKO
INV05184,C00989,"P00413,P00389,P00353,P00458,P00077,P00289",25/08/2024,CYB
INV05185,C00206,"P00401,P00031",10/02/2024,MK
INV05186,C01345,"P00413,P00389,P00353,P00458",20/03/2024,MK
INV05187,C00704,"P00413,P00389,P00353,P00458,P00030,P00335",01/11/2025,ST
INV05188,C01123,"P00208,P00082,P00388",10/05/2024,ST
INV05189,C01124,"P00086,P00262,P00406",29/05/2024,TKO
INV05190,C01387,"P00283,P00141,P00177,P00264,P00038",10/03/2024,CYB
INV05191,C01212,"P00077,P00048,P00067,P00089",18/08/2024,MK
INV05192,C00544,"P00413,P00389,P00353,P00458",18/01/2024,ST
INV05193,C01174,"P00413,P00389,P00353,P00458",09/03/2024,MK
INV05194,C00246,"P00258,P00055,P00184,P00237,P00468",10/03/2025,MK
INV05195,C00981,"P00413,P00389,P00353,P00458",19/01/2024,ST
INV05196,C01110,"P00413,P00389,P00353,P00458",06/05/2024,MK
INV05197,C00377,P00480,09/01/2025,ST
INV05198,C00565,"P00134,P00227,P00139,P00277,P00242",18/07/2024,TKO
INV05199,C00463,"P00130,P00028,P00219,P00025,P00109",24/05/2024,TKO
INV05200,C01113,P00494,31/03/2024,MK
INV05201,C00118,"P00401,P00045,P00335,P00447,P00421",20/04/2024,CYB
INV05202,C00806,"P00413,P00389,P00353,P00458",17/06/2025,MK
INV05203,C01095,"P00281,P00179",02/12/2025,MK
INV05204,C01316,"P00413,P00389,P00353,P00458,P00452",14/08/2024,ST
INV05205,C00692,"P00413,P00389,P00353,P00458,P00104,P00078",26/11/2025,CYB
INV05206,C01011,"P00181,P00096,P00289,P00407",14/12/2024,CYB
INV05207,C00087,"P00139,P00325",11/06/2024,MK
INV05208,C01147,"P00062,P00415,P00118",05/11/2025,ST
INV05209,C01406,P00459,29/06/2025,CYB
INV05210,C00665,"P00297,P00171,P00157",30/12/2025,MK
INV05211,C00328,"P00326,P00475,P00502,P00447",11/07/2024,ST
INV05212,C00824,"P00413,P00389,P00353,P00458",13/08/2024,CYB
INV05213,C00919,"P00413,P00389,P00353,P00458",30/10/2025,CYB
INV05214,C01329,"P00413,P00389,P00353,P00458,P00247,P00063",07/04/2024,CYB
INV05215,C01414,"P00413,P00389,P00353,P00458",19/09/2025,ST
INV05216,C01285,"P00413,P00389,P00353,P00458",19/02/2024,CYB
INV05217,C00962,P00085,12/11/2024,MK
INV05218,C01267,P00004,30/12/2024,MK
INV05219,C00280,"P00413,P00389,P00353,P00458,P00205,P00170",20/10/2025,TKO
INV05220,C00133,"P00019,P00316,P00467,P00383,P00331",18/12/2024,ST
INV05221,C00587,"P00210,P00413,P00396,P00202",04/01/2024,MK
INV05222,C00830,P00234,18/05/2024,ST
INV05223,C00234,"P00213,P00335",02/04/2024,CYB
INV05224,C00812,"P00413,P00389,P00353,P00458,P00485",13/09/2024,TKO
INV05225,C00050,"P00127,P00439",23/09/2025,CYB
INV05226,C01037,"P00429,P00175,P00321,P00087",22/10/2024,CYB
INV05227,C00544,"P00093,P00415,P00205",29/09/2025,CYB
INV05228,C00466,"P00413,P00389,P00353,P00458,P00014,P00105",27/03/2025,TKO
INV05229,C01424,"P00260,P00288,P00171,P00081,P00174",11/12/2024,TKO
INV05230,C00906,"P00008,P00420,P00044,P00339",27/05/2024,ST
INV05231,C00125,"P00413,P00389,P00353,P00458,P00302,P00086",13/09/2024,ST
INV05232,C01063,"P00121,P00383",10/09/2025,MK
INV05233,C01236,"P00056,P00275,P00155,P00177",01/11/2024,CYB
INV05234,C00372,"P00010,P00234,P00499",11/11/2024,MK
INV05235,C01217,"P00298,P00361,P00307",22/01/2024,MK
INV05236,C00767,"P00413,P00389,P00353,P00458",23/09/2025,ST
INV05237,C00634,"P00420,P00489,P00374,P00111,P00185",13/11/2025,CYB
INV05238,C00235,"P00473,P00281,P00405,P00152,P00048",28/03/2025,TKO
INV05239,C01360,"P00097,P00220",21/05/2024,CYB
INV05240,C00848,"P00413,P00389,P00353,P00458,P00192",12/09/2024,TKO
INV05241,C00169,"P00413,P00389,P00353,P00458,P00068,P00277",10/07/2024,MK
INV05242,C00467,"P00413,P00389,P00353,P00458,P00303,P00237",14/02/2024,MK
INV05243,C00513,"P00241,P00022,P00079,P00162",14/11/2024,MK
INV05244,C00052,"P00413,P00389,P00353,P00458,P00056",26/03/2025,TKO
INV05245,C01380,"P00445,P00268,P00313",29/07/2024,MK
INV05246,C01066,"P00413,P00389,P00353,P00458,P00415,P00501",25/08/2025,CYB
INV05247,C01025,"P00330,P00376,P00320,P00132",18/06/2025,MK
INV05248,C00977,P00453,03/06/2025,MK
INV05249,C00568,"P00338,P00058,P00332",15/06/2024,CYB
INV05250,C00861,P00226,04/05/2024,MK
INV05251,C00584,"P00142,P00381,P00108,P00399,P00466",15/01/2024,CYB
INV05252,C00144,"P00499,P00375,P00052",01/04/2025,TKO
INV05253,C00960,"P00267,P00118,P00287,P00296,P00057",03/08/2024,CYB
INV05254,C00424,"P00080,P00490,P00160",14/11/2024,MK
INV05255,C00185,"P00413,P00389,P00353,P00458,P00232",10/08/2025,MK
INV05256,C00323,"P00147,P00153,P00253,P00423,P00265",14/06/2025,ST
INV05257,C00139,"P00497,P00047",07/11/2025,ST
INV05258,C01254,P00415,14/01/2024,CYB
INV05259,C00499,"P00268,P00478,P00146,P00437",09/02/2024,MK
INV05260,C01278,"P00091,P00205,P00050,P00359,P00357",06/04/2025,CYB
